Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,20.799999237060547,19.43000030517578,19.649999618530273,20.75,9153414.0,20.516103744506836
2020-01-03,22.079999923706055,20.40999984741211,20.75,21.6200008392334,11795551.0,21.376298904418945
2020-01-06,23.59000015258789,21.149999618530273,21.6200008392334,22.739999771118164,14899153.0,22.483673095703125
2020-01-07,25.010000228881836,22.850000381469727,22.989999771118164,25.010000228881836,13811120.0,24.728086471557617
2020-01-08,27.510000228881836,25.010000228881836,25.600000381469727,27.510000228881836,17757226.0,27.199905395507812
2020-01-09,29.440000534057617,26.510000228881836,29.0,28.549999237060547,16294708.0,28.228181838989258
2020-01-10,31.40999984741211,27.719999313354492,28.469999313354492,31.40999984741211,14235989.0,31.055944442749023
2020-01-13,34.54999923706055,29.700000762939453,31.799999237060547,33.5,22160323.0,33.12238693237305
2020-01-14,36.849998474121094,34.75,35.4900016784668,36.849998474121094,16591989.0,36.43462371826172
2020-01-15,40.13999938964844,34.81999969482422,37.4900016784668,38.400001525878906,29559876.0,37.96715545654297
2020-01-16,37.0,34.79999923706055,37.0,35.08000183105469,25111659.0,34.68457794189453
2020-01-17,36.380001068115234,33.11000061035156,34.36000061035156,34.279998779296875,26392217.0,33.893592834472656
2020-01-20,37.709999084472656,34.290000915527344,34.61000061035156,37.709999084472656,25639345.0,37.28492736816406
2020-01-21,41.47999954223633,38.68000030517578,38.939998626708984,41.47999954223633,17542045.0,41.01243209838867
2020-01-22,40.86000061035156,37.33000183105469,40.86000061035156,39.20000076293945,26030714.0,38.75813674926758
2020-01-23,41.52000045776367,35.5,38.20000076293945,37.959999084472656,19382142.0,37.53211212158203
2020-02-03,38.20000076293945,34.439998626708984,34.439998626708984,35.36000061035156,18135272.0,34.961421966552734
2020-02-04,38.900001525878906,35.689998626708984,35.689998626708984,38.900001525878906,14933467.0,38.461517333984375
2020-02-05,42.790000915527344,39.0,40.099998474121094,41.20000076293945,28604933.0,40.735591888427734
2020-02-06,45.31999969482422,39.58000183105469,40.9900016784668,44.099998474121094,29263293.0,43.602901458740234
2020-02-07,43.88999938964844,40.209999084472656,42.54999923706055,42.689998626708984,25510186.0,42.20879364013672
2020-02-10,43.0,38.41999816894531,41.0,38.79999923706055,23935211.0,38.36264419555664
2020-02-11,40.58000183105469,36.5099983215332,38.02000045776367,39.720001220703125,18680252.0,39.272274017333984
2020-02-12,39.650001525878906,37.79999923706055,39.47999954223633,39.290000915527344,14678730.0,38.84712219238281
2020-02-13,39.099998474121094,35.900001525878906,39.08000183105469,36.52000045776367,17457120.0,36.10834503173828
2020-02-14,37.20000076293945,34.540000915527344,36.59000015258789,34.93000030517578,17152959.0,34.5362663269043
2020-02-17,36.459999084472656,34.90999984741211,35.400001525878906,36.22999954223633,13675011.0,35.82161331176758
2020-02-18,38.0,36.099998474121094,36.68000030517578,36.59000015258789,19649144.0,36.177555084228516
2020-02-19,37.4900016784668,32.93000030517578,36.709999084472656,32.93000030517578,33061423.0,32.55881118774414
2020-02-20,33.29999923706055,31.889999389648438,32.310001373291016,33.0,17462176.0,32.628021240234375
2020-02-21,36.06999969482422,32.5,33.029998779296875,35.06999969482422,25924604.0,34.674686431884766
2020-02-24,36.25,34.369998931884766,34.619998931884766,35.70000076293945,18768376.0,35.29758834838867
2020-02-25,34.619998931884766,32.20000076293945,34.599998474121094,33.709999084472656,18812752.0,33.33001708984375
2020-02-26,34.439998626708984,32.369998931884766,33.34000015258789,33.79999923706055,17136787.0,33.419002532958984
2020-02-27,36.619998931884766,33.400001525878906,33.779998779296875,35.9900016784668,23489151.0,35.584320068359375
2020-02-28,37.779998779296875,33.5,34.0,35.599998474121094,21614682.0,35.19871139526367
2020-03-02,38.0,32.040000915527344,37.58000183105469,34.68000030517578,29128591.0,34.289085388183594
2020-03-03,36.29999923706055,33.290000915527344,33.79999923706055,35.150001525878906,26286452.0,34.753787994384766
2020-03-04,34.900001525878906,32.29999923706055,34.400001525878906,32.79999923706055,19592784.0,32.430274963378906
2020-03-05,33.939998626708984,33.0,33.0,33.29999923706055,13087831.0,32.92464065551758
2020-03-06,34.97999954223633,32.31999969482422,32.54999923706055,33.119998931884766,15615335.0,32.74666976928711
2020-03-09,32.70000076293945,29.809999465942383,31.799999237060547,29.809999465942383,23357645.0,29.47397804260254
2020-03-10,30.540000915527344,28.0,29.010000228881836,30.450000762939453,16071415.0,30.106765747070312
2020-03-11,31.200000762939453,28.8799991607666,30.610000610351562,29.100000381469727,14080108.0,28.771982192993164
2020-03-12,29.479999542236328,27.489999771118164,29.190000534057617,28.260000228881836,12924090.0,27.941452026367188
2020-03-13,28.0,26.200000762939453,26.549999237060547,27.549999237060547,11898318.0,27.23945426940918
2020-03-16,28.579999923706055,25.309999465942383,27.809999465942383,26.059999465942383,16229870.0,25.76624870300293
2020-03-17,27.0,25.25,26.8799991607666,26.40999984741211,13025486.0,26.1123046875
2020-03-18,27.350000381469727,25.829999923706055,27.059999465942383,25.920000076293945,14978069.0,25.62782859802246
2020-03-19,26.950000762939453,25.829999923706055,26.09000015258789,26.81999969482422,11692543.0,26.517683029174805
2020-03-20,27.489999771118164,25.739999771118164,27.420000076293945,26.299999237060547,11694326.0,26.003543853759766
2020-03-23,26.18000030517578,25.0,25.479999542236328,25.270000457763672,8849997.0,24.98515510559082
2020-03-24,26.100000381469727,24.020000457763672,25.979999542236328,25.3700008392334,9545131.0,25.084028244018555
2020-03-25,26.950000762939453,25.850000381469727,26.0,26.329999923706055,12275718.0,26.033206939697266
2020-03-26,26.100000381469727,25.350000381469727,26.0,25.479999542236328,7503977.0,25.192787170410156
2020-03-27,27.200000762939453,25.799999237060547,25.90999984741211,26.1200008392334,15386077.0,25.82557487487793
2020-03-30,27.34000015258789,25.510000228881836,25.649999618530273,27.18000030517578,18134943.0,26.873624801635742
2020-03-31,29.899999618530273,27.229999542236328,27.239999771118164,29.899999618530273,28311193.0,29.562965393066406
